,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Ch5Read,Ch5Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Ch5Read,Ch5Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2023-05-25,16:19:16.776,   16.99,    2.74,   16.94,    3.03,   16.47,    2.88,   16.38,    2.88,   16.94,    2.75,   16.91,    2.98,  100.62,   17.26,     18856,  117.89, 4746.87, 5353.14, 4746.32, 5352.88, 4748.27, 5355.64, 4745.78, 5351.78, 4747.16, 5353.33, 4745.47, 5350.66,28479.87,32117.43,     19129,60597.30,  28580.50,  32134.69,  60715.19
2023-05-25,16:19:16.876,   18.89,    5.44,   18.88,    5.72,   18.56,    5.56,   18.11,    5.55,   18.79,    5.34,   18.51,    5.44,  111.74,   33.04,     18650,  144.78, 5101.29, 5983.51, 5102.06, 5980.70, 5103.12, 5985.34, 5106.12, 5978.86, 5103.18, 5978.38, 5103.43, 5976.78,30619.21,35883.56,     19490,66502.77,  30730.95,  35916.60,  66647.55
2023-05-25,16:19:16.975,   16.16,    3.27,   16.01,    3.55,   15.89,    3.43,   15.56,    3.36,   16.06,    3.29,   15.76,    3.49,   95.45,   20.40,     18650,  115.85, 5156.02, 5908.45, 5157.15, 5905.57, 5156.28, 5906.82, 5163.24, 5910.24, 5162.95, 5912.17, 5162.32, 5909.97,30957.96,35453.22,     19560,66411.19,  31053.41,  35473.62,  66527.03
2023-05-25,16:19:17.075,   19.93,    3.85,   19.21,    4.09,   19.17,    4.07,   18.30,    3.93,   19.48,    3.86,   19.33,    3.98,  115.43,   23.78,     18650,  139.20, 4807.55, 5312.53, 4808.15, 5310.74, 4809.79, 5311.29, 4814.75, 5316.90, 4811.31, 5315.43, 4811.75, 5314.84,28863.30,31881.73,     19240,60745.04,  28978.73,  31905.51,  60884.24
2023-05-25,16:19:17.176,   17.09,    4.29,   16.87,    4.53,   16.56,    4.53,   16.14,    4.49,   16.69,    4.32,   16.73,    4.44,  100.07,   26.61,     18830,  126.67, 4755.45, 5269.88, 4756.01, 5267.15, 4759.03, 5271.97, 4757.95, 5272.82, 4755.22, 5272.47, 4755.48, 5270.30,28539.13,31624.59,     19440,60163.73,  28639.20,  31651.20,  60290.40
2023-05-25,16:19:17.276,   13.27,    2.29,   12.89,    2.54,   12.71,    2.38,   12.20,    2.42,   13.05,    2.44,   12.76,    2.42,   76.88,   14.50,     18660,   91.37, 4406.22, 4808.27, 4407.88, 4807.62, 4409.00, 4808.50, 4408.40, 4807.79, 4407.42, 4807.72, 4408.28, 4807.99,26447.20,28847.89,     19620,55295.09,  26524.08,  28862.38,  55386.46
2023-05-25,16:19:17.376,   15.80,    4.20,   15.11,    4.39,   14.91,    4.17,   14.32,    4.19,   15.36,    4.38,   15.36,    4.36,   90.85,   25.69,     18640,  116.54, 4224.65, 4496.58, 4225.59, 4495.62, 4226.48, 4495.10, 4225.38, 4493.54, 4224.11, 4493.57, 4226.55, 4493.75,25352.76,26968.17,     19430,52320.93,  25443.61,  26993.87,  52437.48
2023-05-25,16:19:17.477,   14.01,    2.20,   13.53,    2.46,   13.40,    2.32,   12.76,    2.32,   13.64,    2.33,   13.71,    2.45,   81.04,   14.07,     18840,   95.10, 4305.54, 4408.60, 4306.11, 4408.16, 4302.99, 4406.95, 4303.73, 4401.97, 4306.04, 4405.97, 4309.17, 4404.84,25833.58,26436.48,     19160,52270.06,  25914.61,  26450.55,  52365.16
2023-05-25,16:19:17.577,   17.08,    3.55,   16.59,    3.85,   16.32,    3.63,   15.87,    3.61,   16.84,    3.60,   16.62,    3.71,   99.32,   21.95,     18650,  121.27, 4557.19, 4788.09, 4556.61, 4785.23, 4556.03, 4784.68, 4548.24, 4774.88, 4552.58, 4780.12, 4550.85, 4777.55,27321.49,28690.54,     19090,56012.03,  27420.81,  28712.49,  56133.30
2023-05-25,16:19:17.677,   18.27,    3.50,   18.42,    3.89,   17.96,    3.71,   17.56,    3.70,   18.22,    3.58,   18.16,    3.79,  108.60,   22.18,     18660,  130.77, 4684.17, 5180.27, 4683.46, 5176.94, 4682.63, 5178.37, 4677.83, 5175.67, 4679.09, 5177.25, 4677.10, 5174.68,28084.28,31063.19,     19180,59147.47,  28192.88,  31085.37,  59278.24
2023-05-25,16:19:17.778,   16.03,    2.64,   15.95,    2.89,   15.36,    2.72,   15.38,    2.74,   15.91,    2.61,   15.80,    2.82,   94.43,   16.42,     18840,  110.85, 4999.62, 5745.58, 4999.70, 5744.49, 4998.85, 5744.79, 5000.20, 5745.08, 5002.79, 5747.23, 5001.92, 5746.63,30003.07,34473.79,     19600,64476.87,  30097.51,  34490.21,  64587.72
2023-05-25,16:19:17.878,   16.15,    2.49,   16.14,    2.75,   15.57,    2.67,   15.42,    2.57,   16.17,    2.55,   15.73,    2.65,   95.18,   15.67,     18640,  110.85, 5044.70, 5796.75, 5044.60, 5793.49, 5044.55, 5792.99, 5051.62, 5803.63, 5049.29, 5803.55, 5049.85, 5801.65,30284.61,34792.06,     19270,65076.67,  30379.79,  34807.73,  65187.52
2023-05-25,16:19:17.978,   15.67,    2.28,   15.58,    2.52,   15.23,    2.43,   14.83,    2.40,   15.58,    2.36,   15.38,    2.46,   92.27,   14.45,     18660,  106.72, 4761.65, 5316.22, 4757.15, 5308.90, 4763.54, 5317.28, 4765.28, 5321.15, 4765.92, 5322.18, 4758.98, 5313.30,28572.53,31899.04,     19230,60471.56,  28664.79,  31913.48,  60578.28
2023-05-25,16:19:18.078,   15.72,    3.83,   15.26,    3.98,   15.07,    3.99,   14.43,    3.95,   15.48,    3.91,   15.34,    4.00,   91.31,   23.66,     18820,  114.97, 4807.22, 5296.20, 4806.40, 5290.01, 4810.42, 5297.35, 4803.58, 5297.03, 4802.60, 5295.86, 4800.69, 5292.23,28830.91,31768.68,     19850,60599.59,  28922.22,  31792.34,  60714.56
2023-05-25,16:19:18.178,   19.42,    3.82,   18.92,    4.00,   18.88,    3.92,   18.14,    3.72,   19.02,    3.84,   19.18,    4.22,  113.56,   23.52,     18640,  137.08, 4473.61, 4858.52, 4475.70, 4857.84, 4475.45, 4858.75, 4476.24, 4855.37, 4474.03, 4854.61, 4477.67, 4855.03,26852.71,29140.12,     19050,55992.84,  26966.27,  29163.65,  56129.92
2023-05-25,16:19:18.278,   22.12,    9.69,   21.61,   10.06,   21.53,    9.96,   20.96,    9.77,   21.94,    9.93,   21.80,   10.18,  129.97,   59.58,     18660,  189.56, 4425.73, 4842.79, 4428.44, 4843.60, 4425.71, 4838.51, 4426.76, 4837.44, 4427.40, 4838.95, 4429.98, 4841.38,26564.02,29042.66,     19000,55606.68,  26693.99,  29102.24,  55796.23
2023-05-25,16:19:18.378,   14.86,    2.45,   14.51,    2.66,   14.29,    2.66,   13.62,    2.57,   14.52,    2.60,   14.59,    2.60,   86.39,   15.54,     18836,  101.93, 4314.62, 4516.20, 4318.77, 4517.32, 4315.96, 4514.00, 4313.39, 4507.21, 4315.93, 4510.43, 4319.45, 4513.38,25898.12,27078.54,     19199,52976.66,  25984.51,  27094.08,  53078.59
2023-05-25,16:19:18.478,   13.57,    2.02,   13.22,    2.29,   13.03,    2.11,   12.46,    2.15,   13.31,    2.16,   13.44,    2.21,   79.03,   12.95,     18660,   91.97, 4395.63, 4579.69, 4397.90, 4579.47, 4394.04, 4576.36, 4391.82, 4568.79, 4391.40, 4569.96, 4393.24, 4569.88,26364.02,27444.15,     19080,53808.17,  26443.05,  27457.09,  53900.14
2023-05-25,16:19:18.578,   19.02,    3.72,   18.51,    4.08,   18.37,    3.89,   17.99,    3.98,   18.83,    3.78,   18.70,    4.02,  111.43,   23.47,     18826,  134.90, 4695.82, 5078.55, 4695.98, 5075.96, 4697.38, 5078.60, 4689.51, 5071.84, 4689.44, 5073.15, 4691.17, 5073.60,28159.31,30451.70,     19441,58611.00,  28270.74,  30475.17,  58745.91
2023-05-25,16:19:18.678,   15.93,    2.67,   16.08,    2.99,   15.59,    2.78,   15.28,    2.82,   15.97,    2.70,   15.78,    2.92,   94.62,   16.88,     18640,  111.50, 4968.84, 5639.43, 4966.50, 5636.00, 4968.35, 5638.71, 4960.08, 5636.79, 4960.98, 5637.51, 4959.20, 5635.50,29783.95,33823.93,     19460,63607.88,  29878.57,  33840.81,  63719.38
2023-05-25,16:19:18.777,   16.73,    2.64,   16.74,    2.87,   16.38,    2.75,   16.17,    2.72,   16.84,    2.67,   16.44,    2.79,   99.29,   16.44,     18766,  115.73, 4935.45, 5664.35, 4936.15, 5663.26, 4937.92, 5665.23, 4936.18, 5665.11, 4935.28, 5665.97, 4937.84, 5666.31,29618.81,33990.22,     19441,63609.03,  29718.10,  34006.66,  63724.76
