,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Ch5Read,Ch5Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Ch5Read,Ch5Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2023-03-03,18:22:39.316,   33.22,   10.72,   33.35,   10.61,   32.98,   10.13,,,,,,,   99.55,   31.46,     18929,  131.01,  130.89,   80.00,  131.12,   79.95,  130.77,   79.65,,,,,,,  392.78,  239.60,     18939,  632.38,    492.33,    271.06,    763.39
2023-03-03,18:22:39.415,    9.28,    4.23,    9.33,    4.26,    9.18,    3.64,,,,,,,   27.79,   12.13,     18750,   39.92,   69.01,   65.41,   69.13,   65.66,   69.03,   65.20,,,,,,,  207.17,  196.27,     18750,  403.44,    234.96,    208.40,    443.36
2023-03-03,18:22:39.515,    8.07,    3.66,    8.16,    3.83,    7.92,    3.35,,,,,,,   24.16,   10.84,     18740,   35.00,   70.70,   66.54,   70.90,   66.52,   70.76,   66.82,,,,,,,  212.36,  199.88,     18740,  412.24,    236.52,    210.73,    447.25
2023-03-03,18:22:39.616,   47.67,   14.85,   47.84,   14.86,   47.65,   14.39,,,,,,,  143.16,   44.10,     18930,  187.27,  148.30,  139.40,  147.98,  139.54,  148.57,  139.07,,,,,,,  444.84,  418.00,     18930,  862.84,    588.00,    462.10,   1050.10
2023-03-03,18:22:39.716,   14.15,   12.16,   14.31,   12.18,   14.08,   11.68,,,,,,,   42.54,   36.02,     18740,   78.56,   58.36,   44.82,   58.32,   44.49,   58.17,   44.58,,,,,,,  174.85,  133.89,     18740,  308.74,    217.39,    169.91,    387.30
2023-03-03,18:22:39.816,   15.25,    6.26,   15.19,    6.37,   15.13,    5.91,,,,,,,   45.57,   18.54,     18929,   64.11,   36.16,   38.77,   36.39,   38.74,   36.10,   38.67,,,,,,,  108.66,  116.18,     18929,  224.83,    154.23,    134.72,    288.95
2023-03-03,18:22:39.916,   28.30,   20.45,   28.07,   20.48,   28.14,   19.94,,,,,,,   84.52,   60.88,     18750,  145.39,   36.24,   31.45,   36.46,   31.64,   36.51,   31.56,,,,,,,  109.21,   94.64,     18740,  203.85,    193.73,    155.52,    349.24
2023-03-03,18:22:40.015,   30.82,   27.34,   30.36,   27.11,   30.33,   26.84,,,,,,,   91.51,   81.29,     18740,  172.80,   59.94,   54.05,   60.20,   54.21,   60.02,   54.22,,,,,,,  180.16,  162.48,     18750,  342.64,    271.67,    243.77,    515.44
2023-03-03,18:22:40.116,   24.95,   27.59,   24.88,   27.43,   24.54,   26.96,,,,,,,   74.37,   81.98,     18930,  156.35,   49.53,   42.08,   49.64,   41.86,   49.33,   41.90,,,,,,,  148.50,  125.85,     18930,  274.35,    222.87,    207.83,    430.70
2023-03-03,18:22:40.216,   30.05,   32.40,   29.71,   32.47,   29.60,   31.73,,,,,,,   89.37,   96.60,     18750,  185.96,   51.06,   50.05,   50.93,   50.04,   50.72,   49.69,,,,,,,  152.70,  149.78,     18760,  302.48,    242.07,    246.38,    488.45
2023-03-03,18:22:40.316,   44.76,   30.68,   44.95,   30.73,   44.44,   30.05,,,,,,,  134.14,   91.46,     18949,  225.60,   74.27,   68.93,   73.85,   69.37,   73.87,   68.93,,,,,,,  221.99,  207.23,     18949,  429.23,    356.13,    298.69,    654.82
2023-03-03,18:22:40.416,   11.89,   14.88,   11.91,   14.86,   11.59,   14.28,,,,,,,   35.38,   44.02,     18760,   79.40,   49.64,   79.64,   49.84,   79.62,   49.82,   79.76,,,,,,,  149.30,  239.02,     18750,  388.31,    184.68,    283.03,    467.71
2023-03-03,18:22:40.516,   16.11,   17.54,   16.40,   17.51,   16.10,   17.05,,,,,,,   48.61,   52.10,     18760,  100.71,   47.51,   82.74,   47.66,   82.79,   47.76,   82.85,,,,,,,  142.93,  248.38,     18770,  391.31,    191.54,    300.48,    492.02
2023-03-03,18:22:40.616,   14.35,   15.04,   14.11,   15.04,   13.70,   14.50,,,,,,,   42.15,   44.58,     18939,   86.73,   43.64,   74.47,   43.55,   74.43,   43.59,   74.51,,,,,,,  130.78,  223.41,     18939,  354.19,    172.94,    267.99,    440.93
2023-03-03,18:22:40.715,   19.04,   19.54,   18.28,   19.54,   18.18,   18.97,,,,,,,   55.50,   58.06,     18750,  113.56,   44.75,   81.31,   44.64,   81.10,   44.64,   81.18,,,,,,,  134.03,  243.59,     18740,  377.62,    189.54,    301.65,    491.19
2023-03-03,18:22:40.815,   18.93,   17.12,   18.74,   17.04,   18.20,   16.43,,,,,,,   55.88,   50.59,     18730,  106.47,   50.05,   84.90,   49.98,   84.96,   50.03,   84.74,,,,,,,  150.06,  254.60,     18730,  404.66,    205.93,    305.19,    511.12
2023-03-03,18:22:40.916,   13.96,   15.47,   13.81,   15.17,   13.22,   14.70,,,,,,,   40.99,   45.34,     18930,   86.34,   46.18,   78.47,   46.17,   78.39,   46.17,   78.35,,,,,,,  138.52,  235.21,     18940,  373.73,    179.51,    280.56,    460.07
2023-03-03,18:22:41.016,   17.19,   21.31,   17.54,   21.29,   17.20,   20.71,,,,,,,   51.93,   63.30,     18750,  115.24,   49.03,   54.42,   49.08,   54.41,   49.23,   54.14,,,,,,,  147.34,  162.97,     18740,  310.31,    199.28,    226.27,    425.55
2023-03-03,18:22:41.117,   13.94,   15.01,   14.52,   15.03,   13.65,   14.31,,,,,,,   42.11,   44.35,     18930,   86.46,   47.53,   45.42,   47.59,   45.27,   47.79,   45.28,,,,,,,  142.91,  135.96,     18930,  278.88,    185.02,    180.32,    365.34
