,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
2023-02-07,18:17:33.148,    9.20,    4.80,    5.75,    1.41,    9.05,    4.75,    5.57,    1.41,   29.57,   12.37,    105280,   41.94,   13.67,   45.36,   10.01,   42.05,   13.30,   45.28,   10.13,   42.16,   47.11,  174.86,    105280,  221.96,     76.68,    187.23,    263.90
2023-02-07,18:17:33.247,    5.25,    3.91,    1.83,    0.56,    5.12,    3.93,    1.71,    0.56,   13.91,    8.96,    104230,   22.87,    7.93,   39.76,    4.39,   36.52,    7.74,   39.74,    4.71,   36.65,   24.76,  152.66,    104250,  177.42,     38.67,    161.62,    200.29
2023-02-07,18:17:33.347,    4.66,    4.32,    1.31,    0.92,    4.67,    4.31,    1.18,    0.95,   11.82,   10.50,    105270,   22.32,    7.19,   38.40,    3.78,   34.81,    6.91,   38.34,    3.87,   35.01,   21.76,  146.57,    105280,  168.32,     33.57,    157.07,    190.65
2023-02-07,18:17:33.447,   11.09,    4.99,    7.82,    1.69,   10.96,    5.00,    7.45,    1.71,   37.33,   13.39,    104240,   50.71,   11.40,   44.54,    7.94,   41.10,   10.93,   44.42,    7.80,   41.10,   38.06,  171.16,    104250,  209.22,     75.38,    184.55,    259.94
2023-02-07,18:17:33.547,    7.62,    4.44,    4.19,    1.01,    7.41,    4.39,    3.97,    0.99,   23.19,   10.83,    105260,   34.02,   10.16,   42.58,    6.71,   39.50,   10.04,   42.58,    6.86,   39.42,   33.77,  164.08,    105270,  197.85,     56.96,    174.92,    231.88
2023-02-07,18:17:33.648,    6.21,    4.36,    2.69,    0.98,    5.97,    4.38,    2.47,    0.95,   17.34,   10.67,    105280,   28.01,    8.54,   40.01,    5.11,   36.30,    8.22,   39.96,    5.06,   36.70,   26.93,  152.98,    105290,  179.90,     44.27,    163.64,    207.91
2023-02-07,18:17:33.747,    5.11,    3.95,    1.69,    0.62,    4.96,    3.93,    1.63,    0.65,   13.39,    9.15,    104220,   22.55,   10.00,   41.31,    6.53,   38.18,    9.28,   41.28,    6.38,   38.01,   32.18,  158.78,    104220,  190.97,     45.58,    167.94,    213.51
2023-02-07,18:17:33.847,    5.22,    3.81,    1.90,    0.46,    5.19,    3.85,    1.75,    0.45,   14.06,    8.58,    105260,   22.64,   10.05,   42.63,    6.56,   39.14,   10.01,   42.54,    6.89,   39.28,   33.51,  163.58,    105260,  197.09,     47.57,    172.16,    219.73
2023-02-07,18:17:33.947,   12.14,    5.57,    8.67,    2.27,   11.88,    5.62,    8.52,    2.26,   41.22,   15.72,    104220,   56.94,   14.74,   43.74,   11.10,   40.49,   14.45,   43.58,   11.47,   40.55,   51.76,  168.36,    104260,  220.11,     92.98,    184.08,    277.06
2023-02-07,18:17:34.047,    4.17,    3.89,    0.70,    0.55,    4.06,    3.92,    0.66,    0.50,    9.59,    8.86,    105280,   18.45,    7.45,   38.05,    4.06,   34.61,    7.07,   38.24,    3.95,   34.80,   22.53,  145.70,    105270,  168.24,     32.12,    154.56,    186.68
2023-02-07,18:17:34.148,   68.09,   22.72,   62.97,   18.84,   67.70,   22.83,   61.15,   18.74,  259.90,   83.13,    105400,  343.04,   66.35,   83.88,   61.32,   80.29,   64.10,   83.38,   68.25,   84.74,  260.02,  332.28,    105400,  592.30,    519.92,    415.42,    935.34
2023-02-07,18:17:34.247,    9.65,    7.63,    6.17,    4.30,    9.49,    7.57,    5.71,    4.09,   31.02,   23.60,    104300,   54.61,   17.49,   30.39,   13.58,   26.84,   17.21,   30.38,   13.70,   26.94,   61.97,  114.54,    104300,  176.51,     92.99,    138.14,    231.13
2023-02-07,18:17:34.347,    8.46,    5.76,    5.05,    2.35,    8.35,    5.76,    4.81,    2.40,   26.67,   16.27,    105310,   42.95,   14.94,   35.75,   11.16,   32.38,   14.19,   35.64,   10.88,   32.57,   51.16,  136.35,    105290,  187.51,     77.84,    152.62,    230.46
2023-02-07,18:17:34.447,    8.56,    4.71,    4.96,    1.38,    8.39,    4.75,    4.90,    1.39,   26.81,   12.23,    104250,   39.05,   10.02,   39.78,    6.49,   36.14,    9.31,   39.56,    6.18,   36.18,   32.00,  151.66,    104270,  183.66,     58.81,    163.89,    222.70
2023-02-07,18:17:34.547,    6.72,    4.94,    3.21,    1.50,    6.61,    4.88,    3.15,    1.50,   19.69,   12.82,    105280,   32.51,    8.71,   37.76,    5.23,   34.46,    8.46,   37.76,    5.43,   34.62,   27.83,  144.61,    105260,  172.44,     47.52,    157.43,    204.95
2023-02-07,18:17:34.648,    5.75,    4.38,    2.34,    1.03,    5.57,    4.35,    2.14,    1.01,   15.80,   10.76,    104216,   26.56,    9.86,   39.42,    6.43,   36.30,    9.67,   39.52,    6.50,   36.31,   32.46,  151.55,    104236,  184.01,     48.26,    162.31,    210.57
2023-02-07,18:17:34.748,    5.84,    4.12,    2.31,    0.74,    5.63,    4.12,    2.19,    0.71,   15.97,    9.69,    105300,   25.66,    9.41,   40.11,    5.96,   36.71,    9.09,   40.02,    6.16,   36.90,   30.62,  153.74,    105300,  184.36,     46.58,    163.43,    210.02
2023-02-07,18:17:34.848,    5.46,    3.97,    2.00,    0.57,    5.35,    3.98,    2.03,    0.57,   14.84,    9.09,    105300,   23.93,    8.05,   40.22,    4.47,   36.61,    7.84,   40.16,    4.65,   36.81,   25.01,  153.80,    105280,  178.82,     39.85,    162.89,    202.74
2023-02-07,18:17:34.948,   20.34,   10.64,   16.84,    7.14,   20.06,   10.53,   16.66,    7.29,   73.91,   35.60,    104260,  109.51,   17.59,   43.37,   14.11,   40.34,   17.38,   43.40,   14.34,   40.34,   63.43,  167.45,    104270,  230.88,    137.33,    203.06,    340.39
2023-02-07,18:17:35.048,    4.77,    4.05,    1.21,    0.64,    4.53,    4.03,    1.14,    0.69,   11.65,    9.40,    105300,   21.05,    7.33,   40.01,    3.88,   36.31,    7.23,   39.83,    4.22,   36.49,   22.67,  152.64,    105300,  175.31,     34.32,    162.05,    196.36
2023-02-07,18:17:35.148,   11.19,    7.06,    7.65,    3.77,   11.06,    7.03,    7.50,    3.66,   37.40,   21.53,    104240,   58.94,   16.16,   45.26,   12.45,   41.96,   15.85,   45.29,   12.79,   42.05,   57.25,  174.57,    104250,  231.82,     94.66,    196.10,    290.76
2023-02-07,18:17:35.248,    4.94,    3.87,    1.50,    0.49,    4.88,    3.86,    1.36,    0.47,   12.68,    8.69,    105300,   21.37,    7.64,   40.57,    4.04,   36.98,    7.32,   40.41,    4.15,   37.11,   23.15,  155.08,    105280,  178.23,     35.83,    163.77,    199.60
2023-02-07,18:17:35.349,    4.01,    3.89,    0.57,    0.50,    3.93,    3.89,    0.51,    0.48,    9.02,    8.77,    105280,   17.78,    6.99,   38.85,    3.50,   35.48,    6.70,   38.79,    3.56,   35.65,   20.75,  148.77,    105290,  169.51,     29.76,    157.53,    187.30
2023-02-07,18:17:35.448,   62.02,   13.35,   60.28,   10.79,   61.22,   13.85,   59.70,   10.53,  243.22,   48.52,    104350,  291.74,   26.04,   62.42,   19.75,   58.42,   23.10,   61.66,   24.52,   60.05,   93.41,  242.55,    104290,  335.96,    336.62,    291.08,    627.70
2023-02-07,18:17:35.548,   10.08,    5.02,    6.63,    1.63,    9.85,    4.96,    6.47,    1.70,   33.02,   13.32,    105300,   46.34,   13.92,   36.89,   10.48,   33.65,   13.68,   36.83,   10.64,   33.69,   48.71,  141.07,    105290,  189.78,     81.74,    154.38,    236.12
2023-02-07,18:17:35.648,    6.32,    4.37,    2.89,    0.99,    6.16,    4.32,    2.83,    1.04,   18.20,   10.72,    104220,   28.93,    9.00,   36.86,    5.51,   33.65,    8.79,   36.67,    5.50,   33.54,   28.81,  140.72,    104230,  169.53,     47.01,    151.45,    198.46
2023-02-07,18:17:35.748,    6.08,    4.30,    2.59,    0.89,    5.91,    4.29,    2.51,    0.89,   17.10,   10.38,    105300,   27.48,    8.53,   38.80,    5.07,   35.25,    8.10,   38.78,    4.95,   35.50,   26.66,  148.33,    105290,  174.99,     43.76,    158.71,    202.46
2023-02-07,18:17:35.849,    8.46,    5.06,    5.08,    1.66,    8.35,    5.05,    4.93,    1.67,   26.83,   13.44,    105280,   40.27,    9.22,   39.18,    5.70,   35.73,    8.65,   39.14,    5.55,   35.70,   29.12,  149.75,    105290,  178.87,     55.94,    163.19,    219.14
2023-02-07,18:17:35.948,   18.74,    8.61,   15.15,    5.17,   18.49,    8.68,   15.02,    5.24,   67.40,   27.69,    104250,   95.10,   17.00,   43.74,   13.46,   40.19,   16.39,   43.56,   13.47,   40.45,   60.32,  167.94,    104270,  228.26,    127.72,    195.63,    323.36
2023-02-07,18:17:36.048,    5.86,    5.51,    2.42,    2.18,    5.76,    5.50,    2.26,    2.16,   16.30,   15.35,    105330,   31.66,    9.92,   42.67,    6.40,   39.33,    9.58,   42.68,    6.38,   39.45,   32.28,  164.13,    105340,  196.41,     48.58,    179.49,    228.07
2023-02-07,18:17:36.148,   31.01,   17.50,   27.53,   14.07,   30.79,   17.54,   27.41,   14.06,  116.74,   63.16,    104260,  179.91,   21.66,   53.35,   17.98,   50.09,   21.16,   53.24,   18.15,   50.04,   78.95,  206.73,    104250,  285.68,    195.69,    269.89,    465.58
2023-02-07,18:17:36.248,   10.65,    7.59,    7.34,    4.26,   10.74,    7.71,    6.95,    4.26,   35.67,   23.81,    105360,   59.48,   19.39,   45.18,   15.69,   41.69,   18.78,   45.28,   15.46,   41.81,   69.32,  173.95,    105330,  243.28,    104.99,    197.77,    302.75
2023-02-07,18:17:36.349,    8.94,    5.57,    5.61,    2.22,    8.90,    5.63,    5.40,    2.21,   28.85,   15.62,    104256,   44.47,   15.84,   44.04,   12.29,   40.66,   15.45,   43.87,   12.41,   40.84,   55.99,  169.41,    104256,  225.40,     84.84,    185.04,    269.87
2023-02-07,18:17:36.449,    6.88,    4.63,    3.37,    1.28,    6.81,    4.64,    3.33,    1.24,   20.39,   11.78,    105300,   32.17,    8.23,   37.90,    4.89,   34.51,    7.98,   37.90,    4.84,   34.68,   25.94,  144.99,    105320,  170.93,     46.33,    156.77,    203.10
2023-02-07,18:17:36.550,   13.25,   10.62,   10.03,    7.38,   13.05,   10.58,    9.59,    7.20,   45.92,   35.77,    105330,   81.69,   38.64,   50.40,   37.49,   48.74,   35.92,   50.03,   34.34,   47.26,  146.38,  196.42,    105350,  342.80,    192.30,    232.19,    424.50
2023-02-07,18:17:36.649,    4.72,    4.78,    1.34,    1.40,    4.64,    4.73,    1.21,    1.39,   11.91,   12.29,    104250,   24.20,    7.72,   33.48,    4.32,   30.16,    7.43,   33.30,    4.42,   30.11,   23.89,  127.05,    104260,  150.94,     35.80,    139.34,    175.14
2023-02-07,18:17:36.749,    5.55,    4.64,    2.08,    1.26,    5.42,    4.65,    1.99,    1.29,   15.05,   11.84,    105310,   26.89,    7.92,   36.81,    4.61,   33.44,    7.60,   36.88,    4.82,   33.69,   24.96,  140.82,    105280,  165.78,     40.01,    152.66,    192.67
2023-02-07,18:17:36.849,    7.21,    4.03,    3.84,    0.73,    7.11,    4.07,    3.76,    0.73,   21.91,    9.56,    104230,   31.48,    8.45,   42.53,    4.98,   39.22,    8.21,   42.38,    5.17,   39.31,   26.81,  163.44,    104240,  190.25,     48.73,    173.01,    221.73
2023-02-07,18:17:36.949,   20.71,   11.94,   17.08,    8.35,   20.41,   11.78,   16.96,    8.52,   75.16,   40.60,    105360,  115.76,   17.74,   43.61,   14.09,   40.09,   16.96,   43.48,   14.06,   40.33,   62.84,  167.51,    105280,  230.36,    138.00,    208.11,    346.11
2023-02-07,18:17:37.050,   12.48,    8.26,    9.06,    4.94,   12.40,    8.31,    8.84,    4.93,   42.77,   26.44,    105310,   69.22,   37.61,   55.06,   35.39,   52.54,   39.86,   56.42,   34.41,   51.87,  147.28,  215.90,    105340,  363.17,    190.05,    242.34,    432.39
2023-02-07,18:17:37.149,   11.34,    5.58,    7.66,    2.19,   11.00,    5.61,    7.45,    2.24,   37.45,   15.63,    104240,   53.07,   14.89,   41.42,   11.24,   38.18,   14.49,   41.60,   11.35,   38.29,   51.97,  159.50,    104260,  211.47,     89.42,    175.12,    264.54
2023-02-07,18:17:37.249,    5.54,    4.62,    2.05,    1.21,    5.40,    4.60,    1.95,    1.22,   14.93,   11.66,    105290,   26.59,    6.77,   35.48,    3.39,   32.01,    6.53,   35.35,    3.48,   32.07,   20.17,  134.92,    105280,  155.09,     35.11,    146.57,    181.68
2023-02-07,18:17:37.349,    5.55,    4.22,    2.06,    0.83,    5.40,    4.19,    2.01,    0.82,   15.02,   10.06,    104230,   25.07,    8.51,   38.73,    4.96,   35.20,    8.19,   38.36,    5.21,   35.31,   26.86,  147.60,    104250,  174.47,     41.88,    157.66,    199.54
2023-02-07,18:17:37.449,   14.29,    6.10,   10.74,    2.75,   14.23,    6.11,   10.61,    2.68,   49.86,   17.64,    105300,   67.50,   12.54,   43.33,    9.09,   40.15,   12.13,   43.41,    9.26,   40.13,   43.02,  167.02,    105310,  210.04,     92.88,    184.66,    277.54
2023-02-07,18:17:37.550,   11.69,    5.73,    8.24,    2.30,   11.48,    5.72,    8.07,    2.37,   39.48,   16.12,    104246,   55.59,   13.01,   43.48,    9.60,   40.08,   12.83,   43.29,    9.74,   40.34,   45.19,  167.19,    104246,  212.38,     84.66,    183.31,    267.97
2023-02-07,18:17:37.650,   11.16,    5.55,    7.59,    2.16,   11.12,    5.65,    7.52,    2.17,   37.38,   15.54,    105300,   52.92,   11.68,   43.53,    7.93,   40.05,   11.30,   43.55,    8.29,   40.28,   39.20,  167.41,    105300,  206.62,     76.59,    182.95,    259.54
2023-02-07,18:17:37.750,    4.89,    4.33,    1.42,    0.93,    4.87,    4.33,    1.42,    0.93,   12.59,   10.51,    105280,   23.11,    7.91,   38.61,    4.41,   35.26,    7.62,   38.54,    4.65,   35.40,   24.59,  147.81,    105280,  172.41,     37.18,    158.33,    195.51
2023-02-07,18:17:37.850,    5.29,    4.33,    1.93,    0.98,    5.18,    4.33,    1.83,    0.94,   14.23,   10.58,    104210,   24.81,    8.37,   39.86,    4.90,   36.43,    8.03,   39.82,    5.05,   36.56,   26.35,  152.66,    104210,  179.02,     40.58,    163.25,    203.83
2023-02-07,18:17:37.950,   12.54,    7.98,    8.98,    4.53,   12.39,    8.02,    8.98,    4.61,   42.89,   25.14,    105290,   68.02,   14.22,   43.70,   10.69,   40.08,   14.06,   43.50,   10.94,   40.22,   49.91,  167.50,    105300,  217.41,     92.79,    192.63,    285.43
2023-02-07,18:17:38.051,    9.27,    6.14,    5.78,    2.84,    9.24,    6.10,    5.82,    2.80,   30.10,   17.89,    104236,   47.99,   12.27,   44.03,    8.74,   40.72,   11.94,   43.95,    8.79,   40.77,   41.73,  169.47,    104246,  211.20,     71.83,    187.36,    259.19
2023-02-07,18:17:38.151,   10.39,    5.55,    6.73,    2.19,   10.14,    5.62,    6.72,    2.22,   33.98,   15.57,    105300,   49.56,   13.86,   46.79,   10.07,   43.37,   13.50,   46.83,   10.13,   43.46,   47.56,  180.45,    105290,  228.02,     81.54,    196.03,    277.57
