,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
2023-02-07,18:15:48.359,   15.40,    5.64,   12.22,    2.32,   15.91,    6.00,   11.98,    2.21,   55.51,   16.16,    105440,   71.67, 2882.15,  413.20, 2883.46,  411.69, 2881.82,  413.41, 2877.23,  408.67,11524.66, 1646.98,    112760,13171.64,  11580.17,   1663.14,  13243.31
2023-02-07,18:15:48.458,   16.42,    5.37,   13.27,    2.08,   16.99,    5.67,   13.10,    1.98,   59.78,   15.09,    104400,   74.88, 2465.15,  307.22, 2460.36,  301.89, 2465.74,  307.55, 2465.60,  304.60, 9856.85, 1221.26,    110810,11078.11,   9916.63,   1236.35,  11152.98
2023-02-07,18:15:48.565,   23.46,    7.00,   20.23,    3.70,   24.12,    7.32,   20.12,    3.57,   87.92,   21.60,    105300,  109.52, 2435.34,  262.23, 2423.79,  256.21, 2425.86,  259.42, 2432.23,  258.91, 9717.22, 1036.77,    115611,10753.98,   9805.14,   1058.37,  10863.51
2023-02-07,18:15:48.661,   16.90,    7.66,   13.75,    4.31,   17.45,    7.98,   13.38,    4.23,   61.48,   24.19,    104420,   85.67, 2103.63,  211.77, 2105.37,  210.08, 2100.23,  210.13, 2098.98,  208.26, 8408.22,  840.24,    105640, 9248.46,   8469.70,    864.43,   9334.13
2023-02-07,18:15:48.762,   16.44,    5.98,   13.31,    2.71,   16.81,    6.32,   12.75,    2.60,   59.31,   17.61,    105450,   76.92, 1998.97,  150.83, 1993.90,  145.72, 1995.42,  149.41, 1997.47,  147.71, 7985.76,  593.68,    109860, 8579.43,   8045.07,    611.29,   8656.36
2023-02-07,18:15:48.861,   13.94,    5.08,   10.84,    1.88,   14.36,    5.43,   10.37,    1.74,   49.51,   14.13,    104410,   63.64, 1846.62,  124.06, 1831.41,  116.04, 1843.47,  123.87, 1842.65,  120.80, 7364.15,  484.78,    109110, 7848.93,   7413.66,    498.90,   7912.57
2023-02-07,18:15:48.962,   15.51,    5.52,   12.39,    2.27,   16.00,    5.86,   11.94,    2.17,   55.84,   15.82,    104386,   71.66, 2200.51,  209.65, 2208.30,  209.36, 2202.27,  209.64, 2205.86,  208.67, 8816.94,  837.31,    110534, 9654.26,   8872.78,    853.14,   9725.92
2023-02-07,18:15:49.062,   43.98,    8.46,   40.94,    5.10,   44.60,    8.83,   40.40,    4.94,  169.91,   27.33,    105520,  197.25, 1981.61,  158.90, 1975.23,  154.59, 1974.74,  156.40, 1974.54,  154.14, 7906.12,  624.02,    110370, 8530.15,   8076.03,    651.36,   8727.39
2023-02-07,18:15:49.162,   18.53,    5.53,   15.48,    2.25,   19.12,    5.89,   14.94,    2.12,   68.07,   15.78,    104400,   83.85, 2196.15,  216.11, 2184.55,  209.63, 2194.31,  215.24, 2191.22,  212.02, 8766.23,  853.00,    109530, 9619.23,   8834.30,    868.79,   9703.09
2023-02-07,18:15:49.262,   10.39,    5.27,    7.05,    1.86,   10.78,    5.54,    6.75,    1.75,   34.97,   14.42,    105430,   49.39, 2382.89,  257.57, 2392.26,  258.06, 2384.81,  257.99, 2392.74,  258.08, 9552.70, 1031.70,    112070,10584.39,   9587.67,   1046.11,  10633.78
2023-02-07,18:15:49.362,   13.39,    5.36,   10.27,    2.06,   13.86,    5.65,    9.84,    1.94,   47.36,   15.01,    104400,   62.37, 2273.55,  244.10, 2276.10,  243.22, 2271.82,  243.42, 2270.65,  240.78, 9092.12,  971.52,    110430,10063.65,   9139.49,    986.53,  10126.02
2023-02-07,18:15:49.473,   50.11,   20.31,   47.78,   17.24,   50.79,   20.66,   46.63,   16.92,  195.31,   75.12,    105552,  270.43, 2453.43,  264.31, 2446.26,  260.58, 2453.86,  265.98, 2452.01,  261.58, 9805.56, 1052.45,    115261,10858.01,  10000.87,   1127.57,  11128.44
2023-02-07,18:15:49.577,   36.20,   20.20,   32.97,   17.07,   36.49,   20.48,   32.48,   16.75,  138.15,   74.50,    104778,  212.65, 2515.72,  291.06, 2524.50,  291.38, 2530.77,  295.27, 2522.59,  291.00,10093.58, 1168.70,    111076,11262.28,  10231.73,   1243.20,  11474.93
2023-02-07,18:15:49.670,   30.53,    9.68,   27.23,    6.36,   30.88,   10.06,   26.97,    6.27,  115.61,   32.37,    104950,  147.97, 2517.75,  316.85, 2500.29,  307.45, 2507.16,  313.48, 2497.86,  305.61,10023.07, 1243.39,    107800,11266.46,  10138.67,   1275.76,  11414.43
2023-02-07,18:15:49.769,   13.35,    5.73,   10.08,    2.38,   13.77,    6.07,    9.84,    2.30,   47.04,   16.48,    104400,   63.51, 2269.61,  237.05, 2271.35,  235.76, 2271.29,  237.39, 2269.10,  234.58, 9081.35,  944.78,    109080,10026.13,   9128.39,    961.25,  10089.64
2023-02-07,18:15:49.870,   13.37,    5.92,   10.20,    2.61,   13.88,    6.21,    9.84,    2.52,   47.29,   17.26,    105450,   64.54, 2564.02,  311.77, 2568.44,  311.24, 2572.37,  315.55, 2572.91,  312.77,10277.74, 1251.34,    112690,11529.08,  10325.03,   1268.60,  11593.62
2023-02-07,18:15:49.969,   12.49,    5.06,    9.25,    1.75,   13.03,    5.37,    8.95,    1.63,   43.72,   13.81,    104400,   57.53, 2077.21,  186.01, 2088.12,  186.60, 2088.23,  189.37, 2075.50,  181.68, 8329.07,  743.67,    109080, 9072.73,   8372.79,    757.48,   9130.26
2023-02-07,18:15:50.069,   14.82,    5.78,   11.64,    2.46,   15.20,    6.03,   11.25,    2.37,   52.91,   16.64,    104390,   69.55, 2031.26,  170.32, 2026.94,  167.01, 2032.09,  171.11, 2020.77,  165.06, 8111.05,  673.50,    109270, 8784.55,   8163.96,    690.13,   8854.10
2023-02-07,18:15:50.169,   21.47,    6.40,   18.22,    3.08,   21.82,    6.75,   17.83,    2.96,   79.33,   19.19,    105460,   98.51, 2311.00,  241.76, 2296.94,  235.08, 2309.99,  242.57, 2310.62,  240.45, 9228.56,  959.86,    111290,10188.42,   9307.88,    979.05,  10286.93
2023-02-07,18:15:50.269,   12.84,    5.10,    9.56,    1.79,   13.17,    5.43,    9.25,    1.67,   44.81,   13.99,    104410,   58.80, 2324.50,  256.07, 2325.31,  253.42, 2326.50,  256.54, 2322.78,  253.12, 9299.08, 1019.16,    110230,10318.24,   9343.89,   1033.15,  10377.04
2023-02-07,18:15:50.370,   13.70,    5.07,   10.42,    1.73,   14.22,    5.44,   10.09,    1.67,   48.43,   13.92,    105440,   62.35, 2193.32,  214.65, 2191.75,  210.41, 2187.44,  211.35, 2186.76,  208.12, 8759.27,  844.53,    110470, 9603.80,   8807.70,    858.45,   9666.15
2023-02-07,18:15:50.469,   15.28,    5.35,   12.01,    2.01,   15.74,    5.63,   11.74,    1.95,   54.77,   14.94,    104420,   69.71, 1810.99,  113.67, 1806.52,  109.89, 1811.00,  114.25, 1812.81,  112.17, 7241.33,  449.98,    108260, 7691.31,   7296.10,    464.92,   7761.02
2023-02-07,18:15:50.581,   23.49,    9.46,   20.23,    6.15,   24.00,    9.73,   20.03,    6.09,   87.75,   31.43,    105307,  119.17, 2247.08,  211.55, 2243.85,  208.42, 2249.03,  212.47, 2243.89,  208.65, 8983.85,  841.09,    114527, 9824.94,   9071.60,    872.52,   9944.11
2023-02-07,18:15:50.681,   40.11,   16.48,   36.68,   13.09,   40.43,   16.68,   36.47,   13.13,  153.69,   59.38,    104902,  213.07, 2134.83,  199.74, 2123.83,  193.46, 2119.03,  193.66, 2127.04,  194.44, 8504.72,  781.30,    109711, 9286.02,   8658.42,    840.68,   9499.09
2023-02-07,18:15:50.777,   23.32,    6.72,   19.91,    3.37,   23.54,    6.89,   19.56,    3.22,   86.33,   20.20,    104250,  106.53, 1990.56,  177.42, 1988.22,  174.29, 1988.41,  176.77, 1992.01,  176.02, 7959.20,  704.50,    104860, 8663.69,   8045.53,    724.70,   8770.23
2023-02-07,18:15:50.878,   19.20,    6.65,   15.91,    3.30,   19.53,    6.90,   15.58,    3.13,   70.22,   19.98,    105450,   90.20, 2054.40,  172.76, 2048.45,  168.92, 2048.36,  171.71, 2053.46,  169.66, 8204.67,  683.05,    109680, 8887.72,   8274.89,    703.03,   8977.92
2023-02-07,18:15:50.977,   14.69,    5.06,   11.49,    1.74,   15.08,    5.36,   11.16,    1.69,   52.42,   13.84,    104400,   66.26, 1992.50,  160.21, 2005.80,  165.89, 2006.43,  168.34, 1976.85,  152.04, 7981.58,  646.48,    108870, 8628.07,   8034.00,    660.33,   8694.33
2023-02-07,18:15:51.078,   12.36,    4.94,    9.15,    1.62,   12.77,    5.28,    8.79,    1.51,   43.08,   13.35,    105430,   56.42, 2011.66,  161.89, 2001.06,  156.10, 1998.46,  158.75, 2003.87,  156.87, 8015.06,  633.61,    110540, 8648.67,   8058.14,    646.96,   8705.10
2023-02-07,18:15:51.177,   19.96,    6.43,   16.78,    3.13,   20.18,    6.69,   16.24,    3.00,   73.17,   19.25,    104390,   92.42, 1983.80,  153.09, 1973.91,  147.77, 1977.85,  152.12, 1981.08,  149.98, 7916.63,  602.95,    108440, 8519.59,   7989.81,    622.20,   8612.01
2023-02-07,18:15:51.278,    9.76,    4.71,    6.42,    1.36,   10.14,    5.05,    6.11,    1.28,   32.44,   12.39,    105460,   44.83, 1754.59,  101.20, 1745.97,   95.73, 1749.25,   99.15, 1741.88,   94.76, 6991.69,  390.85,    109040, 7382.54,   7024.13,    403.24,   7427.36
2023-02-07,18:15:51.377,   17.52,    5.58,   14.58,    2.37,   17.92,    5.85,   13.89,    2.17,   63.91,   15.97,    104370,   79.88, 2036.84,  165.99, 2036.84,  163.65, 2033.35,  166.58, 2031.72,  161.93, 8138.74,  658.14,    109350, 8796.89,   8202.65,    674.12,   8876.77
2023-02-07,18:15:51.478,   21.67,    7.48,   18.59,    4.18,   22.17,    7.76,   18.14,    4.11,   80.57,   23.53,    104405,  104.10, 1877.58,  130.19, 1871.84,  125.44, 1870.53,  128.24, 1882.45,  129.65, 7502.41,  513.52,    108147, 8015.93,   7582.98,    537.05,   8120.03
2023-02-07,18:15:51.578,   12.02,    5.41,    8.65,    2.07,   12.31,    5.69,    8.27,    1.94,   41.25,   15.11,    105440,   56.36, 2088.93,  174.78, 2089.04,  172.20, 2093.53,  176.35, 2085.99,  171.15, 8357.48,  694.48,    110430, 9051.96,   8398.73,    709.59,   9108.33
2023-02-07,18:15:51.685,   28.13,    7.88,   24.81,    4.57,   28.41,    8.19,   24.44,    4.45,  105.78,   25.09,    104494,  130.87, 2173.32,  189.35, 2176.44,  187.94, 2181.38,  192.78, 2168.45,  184.43, 8699.60,  754.50,    111959, 9454.09,   8805.38,    779.59,   9584.97
2023-02-07,18:15:51.779,   16.57,    7.79,   13.35,    4.55,   17.05,    8.11,   12.88,    4.31,   59.86,   24.75,    104940,   84.61, 2194.50,  214.85, 2188.27,  208.60, 2200.22,  216.99, 2183.74,  207.13, 8766.73,  847.57,    107000, 9614.30,   8826.59,    872.33,   9698.91
2023-02-07,18:15:51.880,   55.60,    9.45,   59.37,   10.22,   57.10,    9.85,   53.38,    6.42,  225.45,   35.94,    105520,  261.39, 2169.27,  198.05, 2171.51,  197.18, 2161.12,  195.63, 2176.14,  198.81, 8678.03,  789.67,    110510, 9467.71,   8903.48,    825.61,   9729.09
2023-02-07,18:15:51.979,   12.93,   11.01,    9.51,    7.66,   13.47,   11.42,    9.40,    7.63,   45.31,   37.72,    104400,   83.03, 2270.61,  238.33, 2282.53,  240.11, 2269.77,  237.69, 2271.95,  236.81, 9094.86,  952.94,    109630,10047.80,   9140.17,    990.66,  10130.83
2023-02-07,18:15:52.080,   21.00,    6.49,   17.76,    3.18,   21.49,    6.74,   17.37,    3.06,   77.61,   19.47,    104474,   97.09, 2198.13,  218.79, 2209.42,  218.80, 2206.59,  221.57, 2201.57,  217.25, 8815.71,  876.40,    109217, 9692.11,   8893.33,    895.87,   9789.20
2023-02-07,18:15:52.180,   25.06,    7.78,   21.94,    4.48,   25.43,    8.09,   21.39,    4.35,   93.82,   24.71,    105440,  118.53, 2127.41,  203.69, 2129.78,  201.67, 2131.88,  206.48, 2128.09,  201.58, 8517.17,  813.42,    110410, 9330.59,   8611.00,    838.13,   9449.12
2023-02-07,18:15:52.280,   12.96,    5.19,    9.61,    1.88,   13.21,    5.54,    9.21,    1.80,   44.98,   14.41,    104400,   59.39, 2374.68,  277.08, 2367.32,  272.74, 2370.36,  276.19, 2363.66,  270.44, 9476.02, 1096.44,    110710,10572.46,   9521.00,   1110.85,  10631.85
2023-02-07,18:15:52.380,   11.72,    4.79,    8.43,    1.47,   12.17,    5.18,    8.12,    1.42,   40.43,   12.86,    105440,   53.30, 2159.01,  209.73, 2149.63,  204.26, 2155.36,  209.40, 2147.19,  203.15, 8611.19,  826.54,    110020, 9437.73,   8651.63,    839.40,   9491.03
2023-02-07,18:15:52.480,   26.21,   10.61,   23.10,    7.36,   26.67,   10.89,   22.66,    7.27,   98.63,   36.14,    104400,  134.77, 1833.39,  120.20, 1843.61,  121.39, 1840.05,  122.72, 1836.98,  120.00, 7354.02,  484.30,    107590, 7838.33,   7452.66,    520.44,   7973.10
2023-02-07,18:15:52.581,   14.63,    5.89,   11.10,    2.50,   14.95,    6.15,   10.88,    2.41,   51.55,   16.95,    105460,   68.50, 2149.37,  196.08, 2148.37,  194.72, 2159.01,  199.74, 2148.68,  193.81, 8605.44,  784.35,    111270, 9389.79,   8656.99,    801.30,   9458.29
2023-02-07,18:15:52.680,   18.63,    5.87,   15.83,    2.61,   19.39,    6.25,   15.71,    2.65,   69.56,   17.37,    104420,   86.92, 2521.26,  304.07, 2518.32,  300.37, 2510.20,  299.39, 2516.12,  299.80,10065.91, 1203.64,    111120,11269.55,  10135.47,   1221.01,  11356.48
2023-02-07,18:15:52.781,   38.06,   11.17,   34.82,    7.79,   38.24,   11.41,   34.43,    7.70,  145.55,   38.07,    105470,  183.62, 2666.32,  346.02, 2668.58,  343.49, 2672.83,  347.57, 2669.37,  345.03,10677.11, 1382.12,    113230,12059.23,  10822.66,   1420.19,  12242.85
2023-02-07,18:15:52.880,    8.92,    4.72,    5.68,    1.34,    9.48,    5.09,    5.48,    1.36,   29.56,   12.51,    104410,   42.07, 1856.47,  127.98, 1860.96,  128.63, 1857.58,  129.23, 1862.24,  128.94, 7437.25,  514.77,    108240, 7952.02,   7466.81,    527.28,   7994.09
2023-02-07,18:15:52.980,   15.14,    5.70,   11.93,    2.37,   15.32,    5.95,   11.54,    2.30,   53.94,   16.33,    104380,   70.27, 1870.50,  126.05, 1848.37,  114.99, 1853.88,  120.28, 1855.93,  117.42, 7428.68,  478.74,    108350, 7907.42,   7482.62,    495.07,   7977.69
2023-02-07,18:15:53.080,    9.23,    4.79,    6.06,    1.44,    9.65,    5.12,    5.69,    1.35,   30.62,   12.69,    105450,   43.31, 2110.69,  178.98, 2108.50,  176.56, 2111.66,  180.12, 2109.40,  176.53, 8440.25,  712.19,    110320, 9152.44,   8470.87,    724.88,   9195.75
2023-02-07,18:15:53.180,   18.93,    5.87,   15.68,    2.57,   19.30,    6.16,   15.29,    2.44,   69.20,   17.04,    104400,   86.24, 2393.68,  276.75, 2396.91,  276.67, 2404.43,  281.39, 2397.43,  276.39, 9592.45, 1111.20,    110550,10703.65,   9661.65,   1128.24,  10789.89
2023-02-07,18:15:53.280,   10.04,    5.10,    6.69,    1.73,   10.51,    5.47,    6.48,    1.70,   33.72,   13.99,    105420,   47.71, 2085.00,  186.62, 2089.06,  184.82, 2080.32,  185.05, 2087.50,  184.85, 8341.88,  741.34,    110690, 9083.22,   8375.60,    755.33,   9130.93
2023-02-07,18:15:53.380,   13.46,    5.22,   10.32,    1.89,   13.83,    5.50,   10.04,    1.81,   47.65,   14.42,    104370,   62.07, 2004.34,  179.85, 1997.46,  174.81, 2002.13,  179.09, 1992.11,  172.74, 7996.05,  706.49,    109330, 8702.54,   8043.69,    720.91,   8764.61
2023-02-07,18:15:53.481,   53.11,   24.11,   54.84,   21.02,   55.18,   24.78,   47.31,   20.57,  210.43,   90.49,    105460,  300.92, 1879.97,  134.78, 1865.79,  126.11, 1876.02,  133.14, 1872.34,  128.94, 7494.12,  522.97,    108510, 8017.09,   7704.55,    613.46,   8318.01
2023-02-07,18:15:53.580,   11.25,    5.11,    8.00,    1.80,   11.61,    5.51,    7.67,    1.74,   38.53,   14.16,    104430,   52.68, 1963.75,  148.93, 1962.16,  146.18, 1961.75,  148.52, 1964.55,  146.33, 7852.20,  589.96,    108780, 8442.16,   7890.73,    604.12,   8494.85
2023-02-07,18:15:53.681,   29.71,    9.98,   26.32,    6.54,   30.19,   10.40,   25.56,    6.56,  111.77,   33.49,    105420,  145.26, 2342.23,  254.28, 2331.89,  247.70, 2336.27,  252.38, 2336.78,  248.74, 9347.17, 1003.11,    110380,10350.28,   9458.95,   1036.59,  10495.54
2023-02-07,18:15:53.780,   37.56,   15.43,   34.03,   12.02,   37.87,   15.67,   33.68,   11.88,  143.14,   55.00,    104410,  198.14, 1834.30,  113.66, 1836.23,  111.47, 1840.84,  116.33, 1836.28,  112.34, 7347.64,  453.80,    108260, 7801.44,   7490.78,    508.80,   7999.58
2023-02-07,18:15:53.881,   16.06,    6.25,   12.78,    2.93,   16.62,    6.61,   12.40,    2.78,   57.86,   18.58,    104396,   76.44, 1858.19,  120.85, 1853.43,  117.00, 1857.19,  121.25, 1852.38,  117.10, 7421.19,  476.20,    108524, 7897.39,   7479.05,    494.78,   7973.83
2023-02-07,18:15:53.981,   37.63,   12.11,   34.43,    8.79,   38.01,   12.37,   34.14,    8.67,  144.21,   41.94,    105520,  186.15, 2032.28,  150.84, 2017.45,  144.55, 2018.04,  147.04, 2030.25,  147.78, 8098.01,  590.22,    110090, 8688.23,   8242.22,    632.16,   8874.38
2023-02-07,18:15:54.081,   18.85,    5.97,   15.46,    2.66,   19.27,    6.28,   15.16,    2.61,   68.75,   17.52,    104400,   86.27, 2104.27,  182.80, 2106.87,  181.18, 2113.37,  185.82, 2111.82,  183.68, 8436.33,  733.48,    109400, 9169.81,   8505.08,    751.01,   9256.08
2023-02-07,18:15:54.181,   19.30,    6.47,   16.08,    3.18,   19.81,    6.84,   15.78,    3.10,   70.97,   19.59,    105450,   90.56, 2157.39,  202.53, 2149.85,  197.18, 2160.02,  204.41, 2154.00,  199.83, 8621.26,  803.95,    110530, 9425.22,   8692.23,    823.54,   9515.78
2023-02-07,18:15:54.281,   12.11,    4.82,    8.86,    1.52,   12.64,    5.18,    8.66,    1.43,   42.27,   12.95,    104400,   55.22, 2129.56,  212.27, 2136.92,  213.01, 2134.22,  214.03, 2132.15,  210.71, 8532.86,  850.02,    109530, 9382.87,   8575.13,    862.97,   9438.09
2023-02-07,18:15:54.382,   16.08,    5.58,   12.80,    2.22,   16.60,    5.88,   12.38,    2.10,   57.86,   15.79,    105400,   73.65, 2317.69,  244.04, 2309.12,  238.24, 2307.03,  240.75, 2319.17,  242.25, 9253.01,  965.29,    111080,10218.30,   9310.88,    981.08,  10291.95
2023-02-07,18:15:54.485,   50.83,   18.62,   47.75,   15.30,   51.55,   18.93,   47.14,   15.04,  197.27,   67.88,    104880,  265.16, 2318.56,  238.09, 2314.83,  235.15, 2318.35,  239.60, 2323.36,  237.47, 9275.10,  950.31,    110430,10225.41,   9472.37,   1018.20,  10490.57
2023-02-07,18:15:54.593,   29.44,   23.13,   26.15,   19.90,   29.82,   23.16,   25.74,   19.68,  111.15,   85.87,    104884,  197.02, 2662.13,  330.66, 2659.59,  327.30, 2658.81,  329.78, 2656.12,  325.09,10636.65, 1312.83,    114864,11949.48,  10747.80,   1398.70,  12146.50
2023-02-07,18:15:54.686,   14.22,    5.86,   11.13,    2.57,   14.64,    6.18,   10.67,    2.39,   50.67,   16.99,    104920,   67.66, 2167.55,  207.01, 2169.55,  205.11, 2168.55,  207.13, 2162.48,  202.81, 8668.13,  822.06,    106050, 9490.19,   8718.80,    839.04,   9557.84
2023-02-07,18:15:54.793,   37.37,   10.47,   34.27,    7.15,   37.83,   10.82,   33.85,    7.13,  143.32,   35.57,    104850,  178.89, 2148.67,  187.60, 2162.76,  189.09, 2161.62,  191.83, 2156.60,  188.02, 8629.65,  756.54,    113120, 9386.18,   8772.97,    792.10,   9565.07
2023-02-07,18:15:54.886,   12.06,    5.12,    8.82,    1.74,   12.67,    5.48,    8.68,    1.77,   42.22,   14.11,    104940,   56.34, 1978.85,  166.81, 1975.47,  164.57, 1978.23,  168.34, 1974.88,  164.50, 7907.44,  664.22,    105620, 8571.67,   7949.67,    678.33,   8628.00
2023-02-07,18:15:54.985,   12.28,    5.50,    9.05,    2.20,   12.66,    5.80,    8.66,    2.04,   42.66,   15.54,    104360,   58.20, 2144.64,  205.65, 2151.53,  205.50, 2144.40,  205.28, 2143.25,  202.66, 8583.81,  819.09,    109610, 9402.90,   8626.47,    834.63,   9461.10
2023-02-07,18:15:55.086,   10.21,    4.75,    6.90,    1.42,   10.63,    5.07,    6.58,    1.33,   34.33,   12.56,    105440,   46.88, 2285.27,  227.57, 2302.85,  230.78, 2305.21,  234.43, 2293.47,  227.75, 9186.80,  920.54,    111030,10107.33,   9221.12,    933.10,  10154.22
2023-02-07,18:15:55.185,   23.58,    7.68,   20.29,    4.33,   23.77,    7.89,   19.95,    4.23,   87.60,   24.13,    104380,  111.72, 2521.79,  288.15, 2530.99,  290.17, 2536.85,  294.17, 2532.82,  291.17,10122.45, 1163.66,    111370,11286.11,  10210.05,   1187.78,  11397.83
2023-02-07,18:15:55.286,    9.48,    4.68,    6.02,    1.30,    9.79,    5.05,    5.77,    1.21,   31.06,   12.25,    104376,   43.32, 2232.89,  226.92, 2234.97,  225.96, 2233.74,  227.80, 2227.29,  222.57, 8928.89,  903.25,    109277, 9832.14,   8959.95,    915.51,   9875.46
2023-02-07,18:15:55.386,   66.67,   17.56,   15.50,    2.72,   19.29,    6.38,   15.34,    2.65,  116.80,   29.30,    105460,  146.10, 2341.30,  251.35, 2349.14,  250.27, 2345.45,  252.11, 2346.11,  249.19, 9382.00, 1002.92,    111580,10384.92,   9498.80,   1032.22,  10531.02
2023-02-07,18:15:55.487,   19.64,    7.66,   16.31,    4.29,   20.07,    7.93,   15.96,    4.25,   71.99,   24.13,    104386,   96.12, 2413.30,  284.37, 2410.98,  280.01, 2430.23,  290.17, 2411.77,  279.69, 9666.29, 1134.24,    110494,10800.53,   9738.28,   1158.37,  10896.64
2023-02-07,18:15:55.593,   29.04,   11.10,   25.75,    7.75,   29.57,   11.36,   25.33,    7.55,  109.69,   37.76,    105460,  147.45, 2493.82,  289.55, 2494.34,  286.65, 2486.94,  287.56, 2488.65,  284.42, 9963.74, 1148.17,    113860,11111.92,  10073.43,   1185.93,  11259.37
2023-02-07,18:15:55.693,   32.46,   14.55,   28.93,   11.38,   32.72,   14.74,   28.63,   11.14,  122.74,   51.82,    105058,  174.56, 2128.78,  194.33, 2129.10,  190.39, 2138.50,  197.06, 2119.46,  187.25, 8515.85,  769.03,    111597, 9284.88,   8638.58,    820.85,   9459.44
2023-02-07,18:15:55.793,   34.07,   11.25,   30.67,    7.86,   34.21,   11.48,   30.32,    7.81,  129.27,   38.41,    104270,  167.67, 2078.09,  197.90, 2078.65,  195.75, 2079.05,  198.19, 2088.06,  199.88, 8323.85,  791.72,    105370, 9115.57,   8453.12,    830.13,   9283.25
2023-02-07,18:15:55.890,   20.41,    7.70,   17.15,    4.46,   20.80,    8.01,   16.69,    4.20,   75.06,   24.37,    104692,   99.42, 2494.12,  297.03, 2486.69,  291.70, 2488.64,  294.45, 2486.98,  292.31, 9956.43, 1175.49,    111315,11131.92,  10031.49,   1199.86,  11231.34
2023-02-07,18:15:55.990,   11.05,    5.18,    7.75,    1.88,   11.48,    5.58,    7.45,    1.81,   37.74,   14.45,    105450,   52.19, 2696.98,  349.02, 2688.75,  343.61, 2685.70,  344.96, 2688.28,  343.56,10759.71, 1381.14,    112840,12140.85,  10797.45,   1395.59,  12193.04
2023-02-07,18:15:56.090,   17.50,    6.02,   14.21,    2.78,   17.93,    6.30,   13.87,    2.64,   63.52,   17.74,    104390,   81.25, 2613.90,  331.11, 2616.62,  329.48, 2629.80,  336.99, 2612.15,  329.10,10472.47, 1326.68,    110920,11799.15,  10535.99,   1344.42,  11880.41
2023-02-07,18:15:56.190,   24.29,    6.60,   20.86,    3.23,   24.50,    6.86,   20.61,    3.10,   90.26,   19.79,    105420,  110.05, 2540.69,  315.29, 2531.37,  308.63, 2547.98,  317.99, 2530.89,  308.16,10150.93, 1250.08,    112680,11401.01,  10241.19,   1269.87,  11511.06
2023-02-07,18:15:56.290,   13.75,    4.93,   10.41,    1.60,   14.14,    5.26,   10.13,    1.52,   48.43,   13.31,    104370,   61.74, 2473.14,  285.06, 2465.79,  281.08, 2465.57,  283.39, 2465.71,  280.15, 9870.21, 1129.69,    110660,10999.90,   9918.64,   1143.00,  11061.63
2023-02-07,18:15:56.391,   12.79,    5.43,    9.32,    2.08,   13.19,    5.84,    9.02,    2.05,   44.31,   15.40,    105430,   59.71, 2137.92,  190.29, 2138.83,  187.32, 2137.02,  189.65, 2141.41,  189.62, 8555.18,  756.88,    110340, 9312.06,   8599.49,    772.28,   9371.77
2023-02-07,18:15:56.490,   21.66,    6.58,   18.43,    3.26,   22.12,    6.87,   17.97,    3.15,   80.19,   19.85,    104370,  100.05, 2390.15,  264.08, 2388.05,  260.02, 2384.97,  262.10, 2396.02,  263.44, 9559.20, 1049.64,    109360,10608.83,   9639.39,   1069.49,  10708.88
2023-02-07,18:15:56.591,   11.85,    5.49,    8.50,    2.13,   12.25,    5.78,    8.22,    2.02,   40.83,   15.42,    105430,   56.25, 2080.54,  189.23, 2067.71,  181.62, 2073.65,  186.89, 2070.81,  182.27, 8292.71,  740.01,    109820, 9032.72,   8333.53,    755.43,   9088.97
2023-02-07,18:15:56.690,   11.79,    4.84,    8.56,    1.55,   12.14,    5.18,    8.26,    1.41,   40.75,   12.97,    104390,   53.71, 1881.61,  134.09, 1881.31,  131.94, 1881.24,  133.97, 1886.41,  133.61, 7530.57,  533.61,    108360, 8064.18,   7571.32,    546.58,   8117.89
2023-02-07,18:15:56.797,   25.17,    7.14,   21.89,    3.75,   25.50,    7.48,   21.55,    3.69,   94.11,   22.05,    105242,  116.16, 2145.88,  192.62, 2155.21,  193.29, 2152.58,  194.51, 2149.23,  191.21, 8602.91,  771.64,    110786, 9374.55,   8697.02,    793.70,   9490.72
2023-02-07,18:15:56.894,   24.55,    8.62,   21.24,    5.27,   25.00,    8.83,   20.87,    5.08,   91.66,   27.81,    104940,  119.47, 2124.09,  198.15, 2124.41,  195.85, 2123.97,  198.55, 2123.35,  194.88, 8495.83,  787.42,    108740, 9283.25,   8587.49,    815.23,   9402.71
2023-02-07,18:15:56.993,   19.32,    6.36,   15.90,    3.03,   19.72,    6.73,   15.84,    2.93,   70.78,   19.04,    104400,   89.82, 1996.32,  162.62, 1996.89,  161.04, 1998.44,  163.07, 1995.60,  160.45, 7987.25,  647.18,    108910, 8634.43,   8058.03,    666.22,   8724.25
2023-02-07,18:15:57.094,   11.31,    5.60,    8.01,    2.25,   11.69,    5.91,    7.45,    2.05,   38.46,   15.82,    105450,   54.27, 2101.76,  186.12, 2091.54,  181.47, 2101.79,  187.03, 2093.46,  180.98, 8388.56,  735.61,    110910, 9124.16,   8427.02,    751.42,   9178.44
